,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN
1787830,11447424,tesla inc,tesla,model y,2022-01-01,n,2022-01-13,n,0,0,forward collision avoidance automatic emergency braking,chelsea,mi,7saygaee2nf,2022-01-13 00:00:00,2022-01-13 00:00:00,,,what component or system failed or malfunctioned and is it available for inspection upon request traffic aware cruise control and autopilot how was your safety or the safety of others put at risk yes has the problem been reproduced or confirmed by a dealer or independent service center it has been confirmed by tesla has the vehicle or component been inspected by the manufacturer police insurance representatives or others no were there any warning lamps messages or other symptoms of the problem prior to the failure and when did they first appear no warning lamps or lights the issue appeared a couple of days after i took delivery of my tesla model y please read for details below   this car is undriveable due to its traffic aware cruise control tacc system tesla does not provide a basic cruise control that just conforms to a set speed a driver is left with no option but to use their tacc or autopilot both of which are utter garbage every couple or so miles my model y slows down in the best case scenario or slams the brakes for no apparent reason in the worst case scenario my car has made me and my passengers sick because of this issue not to mention that at multiple occasions while driving on a highway my car has slammed the brakes when there was nothing in front of it almost causing the car coming behind me to almost rearend us this is dangerous and stressful for my family and i and for people who drive behind my car   this is a massive safety issue which makes the car unusable for long drives even the most basic car from the 1990s has a cruise control yet tesla does not provide that option in their cars so a person has to resort to using the tacc or autopilot both of which are useless and dangerous because of this phantom braking issue   please have tesla provide a fix for this dangerous problem this makes my car unusable for long drives please help,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1787845,11447436,tesla inc,tesla,model 3,2018-01-01,n,2021-12-23,n,0,0,unknown or other,torrance,ca,5yj3e1ea1jf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,tesla released software version 11 in late december which removed several key functions from being persistent on the main screen one tap access and buried them in sub menus which makes them dangerous to access when driving ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1787852,11447440,tesla inc,tesla,model y,2020-01-01,n,2022-01-14,n,0,0,visibilitywiper,albuquerque ,nm,5yjygdee1lf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,tesla recently release their version 11 user interface this update took a lot of safety features and put them behind menus windshield wipers defrosters seat warmers were all easily accessible in the previous version now they are wall hidden behind menus if you need one of these features while driving you get distracted while trying to find it which is dangerous but these features are necessary to use while driving ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1787853,11447440,tesla inc,tesla,model y,2020-01-01,n,2022-01-14,n,0,0,exterior lighting,albuquerque ,nm,5yjygdee1lf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,tesla recently release their version 11 user interface this update took a lot of safety features and put them behind menus windshield wipers defrosters seat warmers were all easily accessible in the previous version now they are wall hidden behind menus if you need one of these features while driving you get distracted while trying to find it which is dangerous but these features are necessary to use while driving ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1787854,11447440,tesla inc,tesla,model y,2020-01-01,n,2022-01-14,n,0,0,unknown or other,albuquerque ,nm,5yjygdee1lf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,tesla recently release their version 11 user interface this update took a lot of safety features and put them behind menus windshield wipers defrosters seat warmers were all easily accessible in the previous version now they are wall hidden behind menus if you need one of these features while driving you get distracted while trying to find it which is dangerous but these features are necessary to use while driving ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1787901,11447472,tesla inc,tesla,model y,2021-01-01,n,2022-01-08,n,0,0,electrical systemalternatorgeneratorregulator,camino,ca,5yjygdee7mf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,while driving on ice and snow covered roads the regenerative braking feature comes in so strongly that it makes driving dangerous as the car loses traction and control every time the foot is removed from the accelerator the regenerative braking automatically applies once the foot is removed from the accelerator tesla used to have an option to reduce the strength of the regenerative braking but removed that option in october of 2021 that change in software has made the vehicle unsafe to drive on slick roads i was able to maintain control of the vehicle because of my driving skill but did lose control numerous times during a 50 mile trip because of the increased regenerative braking feature   tesla vehicles manufactured before october 2021 still have the option to reduce regenerative braking power i also own one of those vehicles i have attached a photo of that screen that shows the option   ,ivoq,n,,n,n,n,,,,,,25.0,,,,,,,,,,,,,,v,,n,n
1787905,11447475,tesla inc,tesla,model 3,2021-01-01,n,2022-01-05,n,0,0,service brakes,lavalette,wv,5yj3e1ec1mf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,while driving in cruise control the car will break suddenly for no reason i had a close call to where i was worried that the car behind me would hit me the sudden breaking has happened many times its terrifying i had to quit using auto pilot and cruise control when someone is following me for that reason when i contacted tesla about the concern they replied saying that they completed a hardware diagnostic on the vehicle and determined that there is no hardware failure i provided them with the timestamps for the dashcam for several incidents this is a huge safety concern the cruise control system is dangerous ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1787922,11447488,tesla inc,tesla,model 3,2018-01-01,n,2021-12-25,n,0,0,unknown or other,halsey,or,5yj3e1ea9jf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,display controls moved behind a submenu in v11 software update  very dangerous to the point of distraction to just turn on the defogger  fonts are way too small  important iconsinfo now hidden behind two extra taps on touchscreen,ivoq,n,,n,n,n,,,,,,50.0,,,,,,,,,,,,,,v,,n,n
1787938,11447501,tesla inc,tesla,model y,2021-01-01,n,2021-12-25,n,0,0,lane departure assist,glendora,ca,5yjygdee7mf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,the cruise control and auto pilot functions failed while driving in the rain the car would not disengage from auto pilot and continually would engage back into auto pilot and eventually locking tires and spinning out across all lanes of the freeway  my safety and all the drivers around me are put at risk when something that dramatic occurs the car spun out completely out of control and after doing a complete spin the car continued to spin losing all control and ended up inches from the center median and was facing oncoming traffic  unknown i instantly called tesla and removed my memory stick from the vehicle they are still conducting their investigation took it into the dealer and had them look into the issue they are currently remotely working on what caused the issue with their engineers  no warning lamps or messages appeared prior to the occurence,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1787939,11447501,tesla inc,tesla,model y,2021-01-01,n,2021-12-25,n,0,0,forward collision avoidance adaptive cruise control,glendora,ca,5yjygdee7mf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,the cruise control and auto pilot functions failed while driving in the rain the car would not disengage from auto pilot and continually would engage back into auto pilot and eventually locking tires and spinning out across all lanes of the freeway  my safety and all the drivers around me are put at risk when something that dramatic occurs the car spun out completely out of control and after doing a complete spin the car continued to spin losing all control and ended up inches from the center median and was facing oncoming traffic  unknown i instantly called tesla and removed my memory stick from the vehicle they are still conducting their investigation took it into the dealer and had them look into the issue they are currently remotely working on what caused the issue with their engineers  no warning lamps or messages appeared prior to the occurence,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1787940,11447501,tesla inc,tesla,model y,2021-01-01,n,2021-12-25,n,0,0,forward collision avoidance automatic emergency braking,glendora,ca,5yjygdee7mf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,the cruise control and auto pilot functions failed while driving in the rain the car would not disengage from auto pilot and continually would engage back into auto pilot and eventually locking tires and spinning out across all lanes of the freeway  my safety and all the drivers around me are put at risk when something that dramatic occurs the car spun out completely out of control and after doing a complete spin the car continued to spin losing all control and ended up inches from the center median and was facing oncoming traffic  unknown i instantly called tesla and removed my memory stick from the vehicle they are still conducting their investigation took it into the dealer and had them look into the issue they are currently remotely working on what caused the issue with their engineers  no warning lamps or messages appeared prior to the occurence,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1787950,11447508,tesla inc,tesla,model s,2021-01-01,n,2022-01-08,n,0,0,suspension,laura,il,5yjsa1e66mf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,the rear passenger side adaptive suspension wiring harness was either installed improperly or routed improperly and rubbed against the inside of the tire after many miles this harness was worn down to the point of breaking electrical contact which puts the vehicle into a fallback state when the dampers are disabled the car becomes floaty and disconnected and is dangerous to drive  there were warnings in the system immediately when this broke it is available for inspection as tesla has stated they cannot fix it for 6 weeks  the problem has been confirmed by their service dept via remote diagnostics  there has been no inspection by anyone other than myself however i have extensive photographic evidence the issue is very obvious when you know to look,ivoq,n,,n,n,n,,,,,,70.0,,,,,,,,,,,,,,v,,n,n
1787951,11447508,tesla inc,tesla,model s,2021-01-01,n,2022-01-08,n,0,0,electrical system,laura,il,5yjsa1e66mf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,the rear passenger side adaptive suspension wiring harness was either installed improperly or routed improperly and rubbed against the inside of the tire after many miles this harness was worn down to the point of breaking electrical contact which puts the vehicle into a fallback state when the dampers are disabled the car becomes floaty and disconnected and is dangerous to drive  there were warnings in the system immediately when this broke it is available for inspection as tesla has stated they cannot fix it for 6 weeks  the problem has been confirmed by their service dept via remote diagnostics  there has been no inspection by anyone other than myself however i have extensive photographic evidence the issue is very obvious when you know to look,ivoq,n,,n,n,n,,,,,,70.0,,,,,,,,,,,,,,v,,n,n
1787952,11447509,tesla inc,tesla,model 3,2021-01-01,n,2022-01-13,n,0,0,unknown or other,atlanta,ga,5yj3e1ea5mf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,tesla removed the ability to hang up a phone call via the steering wheel buttons which poses a massive safety issue currently the only ways to end a phone call are 1 having the person on the other end of the call end the call 2 press the end button on the touchscreen more details below 3 press the end button on the phone itself note physically interacting with a phone while driving is illegal in georgia so this is not a viable option  the touchscreen generally has the phone call status on the bottomleft of the screen when a call is active however there are times when this goes away which causes the driver to be required to navigate through a nonintuitive menu to get the phone call to reappear on the screen those times are 1 a text message comes in while a call is in progress that text message covers the phone call status 2 the windshield wipers are manually activated while a call is in progress the windshield wiper status covers the phone call status 3 software bugs often cause the phone call status to disappear entirely requiring a driver to swipe through the screen until the phone call status reappears  ending a phone call with a physical button was previously an option on the model 3 as well as other tesla models removing that option is a danger to drivers passengers and pedestrians as distracted driving is a huge factor in automobile accidents,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1787954,11447511,tesla inc,tesla,model y,2022-01-01,n,2022-01-14,n,0,0,forward collision avoidance adaptive cruise control,round rock,tx,7saygdee0nf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,2022 tesla model y long range frequently experiences phantom braking and false emergency braking even without the use of autopilot the vehicle will abruptly slow down or even hard brake no warnings no messages nothing each time there is nothing in front of the vehicle no curves clear weather etc   in another scenario such as driving down a neighborhood street with curves it thinks you are going to hit a parked car and slams on the brakes as well at least here you do get an alert indicating what the car was thinking even though it was clearly mistaken had it properly accounted for steering position would have realized there was no danger   this is all extremely dangerous and is just asking for an accident due to being rearended in addition there have been many complaints about this on the forum for years and even the latest software updates have not resolved ,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1787955,11447511,tesla inc,tesla,model y,2022-01-01,n,2022-01-14,n,0,0,forward collision avoidance automatic emergency braking,round rock,tx,7saygdee0nf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,2022 tesla model y long range frequently experiences phantom braking and false emergency braking even without the use of autopilot the vehicle will abruptly slow down or even hard brake no warnings no messages nothing each time there is nothing in front of the vehicle no curves clear weather etc   in another scenario such as driving down a neighborhood street with curves it thinks you are going to hit a parked car and slams on the brakes as well at least here you do get an alert indicating what the car was thinking even though it was clearly mistaken had it properly accounted for steering position would have realized there was no danger   this is all extremely dangerous and is just asking for an accident due to being rearended in addition there have been many complaints about this on the forum for years and even the latest software updates have not resolved ,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
1788025,11447549,tesla inc,tesla,model y,2022-01-01,n,2021-12-23,n,0,0,unknown or other,cambridge,ma,7saygdee0nf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,after taking the vehicle on a road trip through canada the vehicles  heating and cooling system failed we had been driving for 15 hours the error message was vcfront_a447 cabin climate control system requires service this is a safety issue for traveling in cold climates as well as eliminating fog on the windshield that would cause a driver to lose visibility a two button reset did not resolve the issue a hard reset seemed to but 15 minutes back onto the road we saw the same error message again and the heating no longer was warm please take action to ensure the safety of drivers and passengers ,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
1788030,11447553,tesla inc,tesla,model 3,2020-01-01,n,2021-12-26,n,0,0,unknown or other,alameda,ca,5yj3e1eb3lf,2022-01-14 00:00:00,2022-01-14 00:00:00,,,this is a general complaint  the new control panel user interface v11 is unsafe  it now promotesrequires distracted driving to use  the previous version was a bit busy but most all needed controls were on the screen or one touch away  with v11 one must now navigate menus to get to hidden controls that were on the home screen requiring too much attention to the screen while driving  this is what i am finding  i fear accidents will result,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788089,11447588,tesla inc,tesla,model 3,2018-01-01,n,2022-01-14,n,0,0,suspension,scottsdale,az,5yj3e1ea8jf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,     i own a 2018 tesla model 3 on december 1st 2021 i heard a clunk in the front left wheel area while backing up i stopped and found a 3 inch long 12 inch diameter bolt on the ground i had my vehicle towed to the tesla service center they claimed that this was not associated to the recall for similar failure on 2019 and 2020 vehicles but they extended the warranty and replaced the entire front end suspension system specifically they claimed that this is not a safety issue but they did me a favor by servicing this under warranty the repair was exactly the same as the recall on the 2019 and 2020 tesla model 3 cars        then on january 14 2022 i was driving over a very low speed bump and the entire right front end dropped after inspection it was visible that the same bolt that had dropped out of the left front tie rod had dropped out of the right front tie rod but this time more catastrophically luckily i was in a parking lot and driving slowly but if i had hit a pothole on the highway 5 minutes earlier it almost certainly would have cost me my life or severe injury the tow truck driver noted that the bolt was only screwed in for less than 12 inch and there was no locktite on the bolt i had the vehicle towed to the closest tesla service center i gave them the dropped bolt i have not yet heard the resolution from tesla       my biggest fear is that this is also a systemic issue on the 2018 tesla model 3 and it is not being addressed by tesla at this point in time i am in fear of driving my vehicle whether they repair it successfully or not     please advise me on how to protect myself on this issue i am afraid that the repair technicians do not properly know how to repair this clear safety issue,ivoq,n,,n,n,n,,,,,,5.0,,,,,,,,,,,,,,v,,n,n
1788090,11447588,tesla inc,tesla,model 3,2018-01-01,n,2022-01-14,n,0,0,steering,scottsdale,az,5yj3e1ea8jf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,     i own a 2018 tesla model 3 on december 1st 2021 i heard a clunk in the front left wheel area while backing up i stopped and found a 3 inch long 12 inch diameter bolt on the ground i had my vehicle towed to the tesla service center they claimed that this was not associated to the recall for similar failure on 2019 and 2020 vehicles but they extended the warranty and replaced the entire front end suspension system specifically they claimed that this is not a safety issue but they did me a favor by servicing this under warranty the repair was exactly the same as the recall on the 2019 and 2020 tesla model 3 cars        then on january 14 2022 i was driving over a very low speed bump and the entire right front end dropped after inspection it was visible that the same bolt that had dropped out of the left front tie rod had dropped out of the right front tie rod but this time more catastrophically luckily i was in a parking lot and driving slowly but if i had hit a pothole on the highway 5 minutes earlier it almost certainly would have cost me my life or severe injury the tow truck driver noted that the bolt was only screwed in for less than 12 inch and there was no locktite on the bolt i had the vehicle towed to the closest tesla service center i gave them the dropped bolt i have not yet heard the resolution from tesla       my biggest fear is that this is also a systemic issue on the 2018 tesla model 3 and it is not being addressed by tesla at this point in time i am in fear of driving my vehicle whether they repair it successfully or not     please advise me on how to protect myself on this issue i am afraid that the repair technicians do not properly know how to repair this clear safety issue,ivoq,n,,n,n,n,,,,,,5.0,,,,,,,,,,,,,,v,,n,n
1788107,11447603,tesla inc,tesla,model 3,2018-01-01,n,2022-01-12,n,0,0,air bags,ontario,ca,5yj3e1ea6jf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,there was a seatbelt failure warning that came out on the screen for obvious reasons this ranks pretty high for safety concerns i scheduled a service for it and was charged because apparently my car is out of warranty considering this is a manufacturer failure and not a wear and tear issue a reasonable person would not lay cause on the owner but rather a quality issue or the lack of it i did a little research and found out that this is not an isolated case but rather an ongoing issue with other owners as well a few instances would indicate an isolated issue but multiple occasions would suggest a systemic failure please consider reviewing the matter and resolve appropriately if it is not teslas responsibility so be it just have it reviewed because so many other lives may be in danger without accountability thank you,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788115,11447610,tesla inc,tesla,model x,2017-01-01,n,2021-01-01,n,0,0,suspension,san jose ,ca,5yjxcae29hf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,car shudders at the acceleration service center said its a widely known issue with front half shaft and clevis mount tesla already admits it is a design fault but wouldnt cover it under the drive unit warranty can nhtsa make it a recall thanks ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788116,11447610,tesla inc,tesla,model x,2017-01-01,n,2021-01-01,n,0,0,power train,san jose ,ca,5yjxcae29hf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,car shudders at the acceleration service center said its a widely known issue with front half shaft and clevis mount tesla already admits it is a design fault but wouldnt cover it under the drive unit warranty can nhtsa make it a recall thanks ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788117,11447610,tesla inc,tesla,model x,2017-01-01,n,2021-01-01,n,0,0,engine,san jose ,ca,5yjxcae29hf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,car shudders at the acceleration service center said its a widely known issue with front half shaft and clevis mount tesla already admits it is a design fault but wouldnt cover it under the drive unit warranty can nhtsa make it a recall thanks ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788132,11447620,tesla inc,tesla,model 3,2018-01-01,n,2021-12-24,n,0,0,unknown or other,richardson,tx,5yj3e1eb6jf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,the latest update of the software v11 has moved functions that were previously accessible on the main screen to a subscreen requiring 3 touches compared to 1 before  these functions include the windshield defogger rear defroster and the seat heaters  this requires having to look and interact with the screen much longer than before impacting safety  prior software v10 had buttons on the screen emulating those of other cars  these required 1 touch toenabledisable the function  it now requires 3 touches 1 to pull up the subpanel 1 to enabledisable and 1 to dismiss the subpanel   also the prior software allowed you to see the status of these functions on the screen now you have to touch the screen to pull up the subpanel and touch again to dismiss   ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788133,11447620,tesla inc,tesla,model 3,2018-01-01,n,2021-12-24,n,0,0,visibilitywiper,richardson,tx,5yj3e1eb6jf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,the latest update of the software v11 has moved functions that were previously accessible on the main screen to a subscreen requiring 3 touches compared to 1 before  these functions include the windshield defogger rear defroster and the seat heaters  this requires having to look and interact with the screen much longer than before impacting safety  prior software v10 had buttons on the screen emulating those of other cars  these required 1 touch toenabledisable the function  it now requires 3 touches 1 to pull up the subpanel 1 to enabledisable and 1 to dismiss the subpanel   also the prior software allowed you to see the status of these functions on the screen now you have to touch the screen to pull up the subpanel and touch again to dismiss   ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788159,11447637,tesla inc,tesla,model 3,2018-01-01,n,2022-01-15,n,0,0,electrical system,state college,pa,5yj3e1ea3jf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,recent tesla software versions have hidden vital safety controls front and rear window defrost in submenus on screen where previously they were always present on the screen bottom row furthermore frequently used controls seat heaters have been moved to submenus while they were previously on the main screen both of these above changes pose a distracted driving hazard i have not personally installed these updates but according to tesla documentation this means i am no longer covered by vehicle warranty this presents an unfair choice to owners maintain vehicle warranty or allow tesla to modify the vehicle in undesirable and fundamentally unsafe ways ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788160,11447637,tesla inc,tesla,model 3,2018-01-01,n,2022-01-15,n,0,0,visibilitywiper,state college,pa,5yj3e1ea3jf,2022-01-15 00:00:00,2022-01-15 00:00:00,,,recent tesla software versions have hidden vital safety controls front and rear window defrost in submenus on screen where previously they were always present on the screen bottom row furthermore frequently used controls seat heaters have been moved to submenus while they were previously on the main screen both of these above changes pose a distracted driving hazard i have not personally installed these updates but according to tesla documentation this means i am no longer covered by vehicle warranty this presents an unfair choice to owners maintain vehicle warranty or allow tesla to modify the vehicle in undesirable and fundamentally unsafe ways ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788215,11447676,tesla inc,tesla,model 3,2021-01-01,n,2022-01-16,n,0,0,visibilitywiper,washington,dc,5yj3e1eb5mf,2022-01-16 00:00:00,2022-01-16 00:00:00,,,driving on the beltway around washington dc the weather conditions were variable and the revised user interface in version 11 of the model 3 software made changing the defroster settings dangerous while in traffic previously it was a single icon on the control screen now it requires a push of an icon and a search for the correct controls and adjustments  ,ivoq,n,,n,n,n,,,,,,50.0,,,,,,,,,,,,,,v,,n,n
1788227,11447684,tesla inc,tesla,model 3,2020-01-01,n,2022-01-16,n,0,0,unknown or other,davis,ca,5yj3e1eb7lf,2022-01-16 00:00:00,2022-01-16 00:00:00,,,tesla is putting passengers at risk by how much they are changing their user interface they are moving critical safety around which makes the car more unusable and drivers more confused and distracted here are some of the features they changed in their software update that creates danger to drivers  1 front seat heater settings are no longer on the home screen 2 frontrear window defog buttons are no longer on the home screen 3 user profiles are no longer on the home screen this controls the seat mirrors and temperature   instead they have made nonsafety features forefront   1 theater mode 2 arcade   please view this forum of hundredsthousands of people complaining about how their safety is put at risk by this update httpsteslamotorsclubcomtmcthreadsv11softwareupdatesucks251711,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788232,11447687,tesla inc,tesla,model 3,2019-01-01,n,2022-01-16,n,0,0,electrical system,los altos,ca,5yj3e1ea9kf,2022-01-16 00:00:00,2022-01-16 00:00:00,,,the screen on my tesla fails routinely everyday while driving and then reboots after about 3 minutes this happens abruptly with no warning tesla has told me verbally that it was reproduced in their service location in palo alto  during this time i have no idea of my speed or any other vehicle status such as lane keeping collision warning navigation heating etc  i have tried to remedy this issue with tesla service repeatedly over two months and the interactions have been unsatisfactory  tesla does not seem to appreciate the potential seriousness of this issue and the risk to ourselves and others  tesla service at sunnyvale ca encouraged me to continue driving even though i pointed out the risk of driving blind  my family is very wary of this vehicle now  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788233,11447687,tesla inc,tesla,model 3,2019-01-01,n,2022-01-16,n,0,0,lane departure warning,los altos,ca,5yj3e1ea9kf,2022-01-16 00:00:00,2022-01-16 00:00:00,,,the screen on my tesla fails routinely everyday while driving and then reboots after about 3 minutes this happens abruptly with no warning tesla has told me verbally that it was reproduced in their service location in palo alto  during this time i have no idea of my speed or any other vehicle status such as lane keeping collision warning navigation heating etc  i have tried to remedy this issue with tesla service repeatedly over two months and the interactions have been unsatisfactory  tesla does not seem to appreciate the potential seriousness of this issue and the risk to ourselves and others  tesla service at sunnyvale ca encouraged me to continue driving even though i pointed out the risk of driving blind  my family is very wary of this vehicle now  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788234,11447687,tesla inc,tesla,model 3,2019-01-01,n,2022-01-16,n,0,0,forward collision avoidance warnings,los altos,ca,5yj3e1ea9kf,2022-01-16 00:00:00,2022-01-16 00:00:00,,,the screen on my tesla fails routinely everyday while driving and then reboots after about 3 minutes this happens abruptly with no warning tesla has told me verbally that it was reproduced in their service location in palo alto  during this time i have no idea of my speed or any other vehicle status such as lane keeping collision warning navigation heating etc  i have tried to remedy this issue with tesla service repeatedly over two months and the interactions have been unsatisfactory  tesla does not seem to appreciate the potential seriousness of this issue and the risk to ourselves and others  tesla service at sunnyvale ca encouraged me to continue driving even though i pointed out the risk of driving blind  my family is very wary of this vehicle now  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788386,11447787,tesla inc,tesla,model y,2022-01-01,n,2021-12-01,n,0,0,forward collision avoidance adaptive cruise control,flagler beach,fl,7saygdee0nf,2022-01-17 00:00:00,2022-01-17 00:00:00,,,driving on 2 lane rd using traffic aware cruise control tacc 4550 mph vehicle will brake suddenly when a large vehicle cement truck school bus approaches in opposite lane it also happens when i am passing a bicyclist on my right side it also happens intermittently but not as severely when there is nothing around me  this is a very dangerous situation because of the possibility of a rear end collision caused by the sudden braking it is a reoccurring problem i have not contacted tesla as i assume that was a known problem there was no advance warning of the braking ,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
1788387,11447787,tesla inc,tesla,model y,2022-01-01,n,2021-12-01,n,0,0,forward collision avoidance automatic emergency braking,flagler beach,fl,7saygdee0nf,2022-01-17 00:00:00,2022-01-17 00:00:00,,,driving on 2 lane rd using traffic aware cruise control tacc 4550 mph vehicle will brake suddenly when a large vehicle cement truck school bus approaches in opposite lane it also happens when i am passing a bicyclist on my right side it also happens intermittently but not as severely when there is nothing around me  this is a very dangerous situation because of the possibility of a rear end collision caused by the sudden braking it is a reoccurring problem i have not contacted tesla as i assume that was a known problem there was no advance warning of the braking ,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
1788388,11447787,tesla inc,tesla,model y,2022-01-01,n,2021-12-01,n,0,0,forward collision avoidance warnings,flagler beach,fl,7saygdee0nf,2022-01-17 00:00:00,2022-01-17 00:00:00,,,driving on 2 lane rd using traffic aware cruise control tacc 4550 mph vehicle will brake suddenly when a large vehicle cement truck school bus approaches in opposite lane it also happens when i am passing a bicyclist on my right side it also happens intermittently but not as severely when there is nothing around me  this is a very dangerous situation because of the possibility of a rear end collision caused by the sudden braking it is a reoccurring problem i have not contacted tesla as i assume that was a known problem there was no advance warning of the braking ,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
1788462,11447840,tesla inc,tesla,model 3,2019-01-01,n,2022-01-17,n,0,0,lane departure blind spot detection,tomball,tx,5yj3e1ea2kf,2022-01-18 00:00:00,2022-01-18 00:00:00,,,automatically activated blind spot camera system view is filled over 50 with glare from blinker while driving at night  this renders the driver safety feature unusable during nighttime driving and creates additional driver distraction with the bright light flashing on the vehicle display every time the turn signal is activated at all driving speeds,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
1788495,11447867,tesla inc,tesla,model 3,2021-01-01,n,2021-10-08,n,0,0,fuelpropulsion system,tampa,fl,5yj3e1ea8mf,2022-01-18 00:00:00,2022-01-18 00:00:00,,,vehicle displayed no capable drive units error at 106 miles on 10082021 system shut down and stranded me in downtown tampa traffic less than a mile from my home and fewer than five minutes after i started the car all propulsion was lost and i did not have sufficient warning or time to process the situation and safely handle the vehicle tesla tampa service center diagnosed a failed drive unit and took approximately 27 days to repair the vehicle the service center invoice described the drive unit replacement as a goodwill repair and not a warranty failure this seemed odd to me as goodwill repairs are generally special accommodations to satisfy customers   i was told there were parts delays tesla seems to be managing its supply chain to get these cars turned around to avoid lemon law exposure my wait was just under one month and to suppress the number of warranty failures by calling them goodwill repairs all at the expense of customers the service center was generally arrogant and noncommunicative in resolving the issue happy to gather records and discuss further ,ivoq,n,,n,n,n,,,,,,25.0,,,,,,,,,,,,,,v,,n,n
