,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN
723582,10273793,toyota motor north america inc,toyota,prius,2006-01-01,n,2009-05-30,n,0,0,exterior lighting,centreville,va,jtdkb20u563,2009-06-15 00:00:00,2009-06-15 00:00:00,45000.0,,periodic and unpredictable failure of drivers side hid headlight turning off and on corrects the problem but then it goes out again car is just past 36 months with 45000 miles have noted many similar complaints in database and am aware of official investigation in progress tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723588,10273799,toyota motor north america inc,toyota,corolla,2007-01-01,n,2007-05-14,n,0,0,electrical system,westbury,ny,2t1br32e17c,2009-06-15 00:00:00,2009-06-15 00:00:00,30000.0,,i would like to make a formal complaint about my 2007 toyota corolla  i purchased my car in january 2007  im having problems with my vehicle  the is a vibration i feel coming from the steering wheel  my car stopped on the li expressway due to 2 sensors that no longer worked  there is a shaking in my tires  every time i turn my car on there is a loud noise coming from the engine tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
723589,10273799,toyota motor north america inc,toyota,corolla,2007-01-01,n,2007-05-14,n,0,0,tires,westbury,ny,2t1br32e17c,2009-06-15 00:00:00,2009-06-15 00:00:00,30000.0,,i would like to make a formal complaint about my 2007 toyota corolla  i purchased my car in january 2007  im having problems with my vehicle  the is a vibration i feel coming from the steering wheel  my car stopped on the li expressway due to 2 sensors that no longer worked  there is a shaking in my tires  every time i turn my car on there is a loud noise coming from the engine tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
723591,10273799,toyota motor north america inc,toyota,corolla,2007-01-01,n,2007-05-14,n,0,0,engine and engine cooling,westbury,ny,2t1br32e17c,2009-06-15 00:00:00,2009-06-15 00:00:00,30000.0,,i would like to make a formal complaint about my 2007 toyota corolla  i purchased my car in january 2007  im having problems with my vehicle  the is a vibration i feel coming from the steering wheel  my car stopped on the li expressway due to 2 sensors that no longer worked  there is a shaking in my tires  every time i turn my car on there is a loud noise coming from the engine tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
723592,10273799,toyota motor north america inc,toyota,corolla,2007-01-01,n,2007-05-14,n,0,0,steering,westbury,ny,2t1br32e17c,2009-06-15 00:00:00,2009-06-15 00:00:00,30000.0,,i would like to make a formal complaint about my 2007 toyota corolla  i purchased my car in january 2007  im having problems with my vehicle  the is a vibration i feel coming from the steering wheel  my car stopped on the li expressway due to 2 sensors that no longer worked  there is a shaking in my tires  every time i turn my car on there is a loud noise coming from the engine tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
723593,10273799,toyota motor north america inc,toyota,corolla,2007-01-01,n,2007-05-14,n,0,0,wheels,westbury,ny,2t1br32e17c,2009-06-15 00:00:00,2009-06-15 00:00:00,30000.0,,i would like to make a formal complaint about my 2007 toyota corolla  i purchased my car in january 2007  im having problems with my vehicle  the is a vibration i feel coming from the steering wheel  my car stopped on the li expressway due to 2 sensors that no longer worked  there is a shaking in my tires  every time i turn my car on there is a loud noise coming from the engine tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
723596,10273802,toyota motor north america inc,toyota,tacoma,2009-01-01,n,2008-12-15,n,0,0,electrical system,diamond bar,ca,5tetx62n69z,2009-06-15 00:00:00,2009-06-15 00:00:00,3568.0,,the radio on my 2009 toyota tacoma access cab 4 cyl pick up randomly turns off and back on it also randomly changes channel frequency from set position and the lcd display screen is filled with unreadable charactersi was told by the dealership that this has been a problem on all toyota models and toyota does not have any fix as of yet i wanted them to install a new unit and the dealership refused stating that all of the radios were defective and i would just be installing another defective unit they advised me to call them back 4 weeks later to see if toyota had a fix yet it has been 3 months now and no fix tr,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
723597,10273802,toyota motor north america inc,toyota,tacoma,2009-01-01,n,2008-12-15,n,0,0,equipmentelectricalradiotape deckcd etc,diamond bar,ca,5tetx62n69z,2009-06-15 00:00:00,2009-06-15 00:00:00,3568.0,,the radio on my 2009 toyota tacoma access cab 4 cyl pick up randomly turns off and back on it also randomly changes channel frequency from set position and the lcd display screen is filled with unreadable charactersi was told by the dealership that this has been a problem on all toyota models and toyota does not have any fix as of yet i wanted them to install a new unit and the dealership refused stating that all of the radios were defective and i would just be installing another defective unit they advised me to call them back 4 weeks later to see if toyota had a fix yet it has been 3 months now and no fix tr,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
723601,10273804,toyota motor north america inc,toyota,highlander,2003-01-01,n,2009-06-11,n,0,0,engine and engine cooling,blacklick,oh,jtegd21a130,2009-06-15 00:00:00,2009-06-15 00:00:00,68500.0,,i noticed that the engine noise changed took the suv to the dealer to check it out dealer stated that the noise was ok and returned the vehicle to me after driving the vehicle less than 10 miles returned it to the dealer and the engine was blown tr,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,,,,,,v,,n,n
723604,10273818,toyota motor north america inc,toyota,sienna,2001-01-01,n,2009-04-06,n,0,0,structure,orlando,fl,4t3zf13c31u,2009-06-15 00:00:00,2009-06-15 00:00:00,119734.0,,my 2001 toyota sienna xle power sliding door on the passenger side came only with this one power door did not work properly it did not open by pressing the button  it works to close but not tight  when i choose to use it manually it is so heavy that the children have not enough strength to open it  they have to exit the car from the drivers side other than on the curb side  it places the passengers in  dangerous situation as well as to the driver if he has to come out of the car to help open the door at the curb side my complaint is that door should be operated as light as the other door when it is in the manual mode and the cost to fix is too much about 2000 to afford tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723611,10273808,toyota motor north america inc,toyota,prius,2007-01-01,n,2009-06-13,n,0,0,exterior lighting,rockwall,tx,jtdkb20u877,2009-06-15 00:00:00,2009-06-15 00:00:00,53000.0,,hid headlamps on 2007 toyota prius keep going out  dealer replaced both bulbs in august 2008  passenger side bulb went out in jun 2009 less than a year later  dealer will not fix the problem  both instances were following a long trip of 1000 miles each way  there is extensive activity online regarding this problemdefect with hid headlights not exclusive to the prius model  given that replacement bulbs are 300 each at the dealership the bulbs should last longer than 10 months at a time under any driving conditions tr,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
723615,10273811,toyota motor north america inc,scion,xb,2008-01-01,n,2008-09-09,n,0,0,visibility,hudson,wi,jtlke50e481,2009-06-15 00:00:00,2009-06-15 00:00:00,8000.0,,l shaped crack in windshield of my scion xb at about 8000 miles woke up one morning and there it wasmany people having this problem across the country tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723628,10273825,toyota motor north america inc,toyota,camry,2008-01-01,y,2009-05-05,n,0,0,air bagsfrontal,palmdale,ca,4t4be46k08r,2009-06-15 00:00:00,2009-06-15 00:00:00,,,a head on collision cause an injury to the drivers left arm neck bruises shoulder chest back and back of my head due to the air bag failed to deploy after a strong impact in the front of my vehicle tr,ivoq,y,,n,n,n,,,,,,30.0,,,,,,,,,,,,,,v,,n,n
723634,10273830,toyota motor north america inc,toyota,matrix,2003-01-01,n,2009-06-01,n,0,0,power trainmanual transmission,kelso,ca,2t1kr32e73c,2009-06-15 00:00:00,2009-06-15 00:00:00,130000.0,,tlthe contact owns a 2003 toyota matrix  the contact stated that the transmission bearings were faulty  while driving at an unknown speed she heard an odd sound coming from the engine compartment  the dealer found failure with the transmission and verified that the bearings needed to be replaced  the manufacturer was not willing to assist with the repairs  through online research the contact discovered that the manual transmission failures were common for her year make and model vehicle  the failure and current mileages were less than 130000,evoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723639,10274488,toyota motor north america inc,toyota,fj cruiser,2007-01-01,n,2009-06-01,n,0,0,tiresbead,unknown,dc,,2009-06-15 00:00:00,2009-06-15 00:00:00,,,2007 toyota fj cruiser has issues with the tire pressure  nj  the consumer stated her insurance company made her aware of a recall regarding the tires on the vehicle the consumer stated her husband had to keep putting air in the tires the vehicle has dunlop tires which was recalled the dealer informed the consumer the vehicle identification number was not involved in the recall jb  ,letr,n,2007-08-01,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723662,10273849,toyota motor north america inc,toyota,rav4,2008-01-01,n,2009-06-06,n,0,0,equipment,gastonia,nc,jtmzk32vx85,2009-06-15 00:00:00,2009-06-15 00:00:00,17000.0,,rear tire cover on a 2008 toyota rav4 18 wheels sport edition rear tire cover over time within 10 months has become loose and has blown off several times once in a car wash and the other while driving down the interstate both times serious scratch and paint damage was received i verified that the zipper was fully zipped and elastic was covering the bottom of the tire i find that over time the cover slowly works itself off until it falls off as this is a factory installed option cover there appears to be a defect in manufacturing this should be redesigned and replaced  covered by warranty tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723671,10273847,toyota motor north america inc,toyota,sienna,2004-01-01,n,2009-06-11,n,0,0,latcheslockslinkages,trumansburg,ny,5tdza23cx4s,2009-06-15 00:00:00,2009-06-15 00:00:00,84300.0,,on a 2004 toyota sienna le with 84k miles the passenger power sliding door cable snapped leaving the door halfway open and unable to be opened or closed fully my wife had to drive our three kids home with the door not fully closed about one week prior to the failure the door would sometimes act as if something were blocking it from closing or opening so that it would reverse itself for no apparent reason toyota quoted about 3500 for repair with approximately 800 in parts and the rest in labor i purchased a repair manual and disconnected the broken cables to render the door operable in a nonpowered fashion the power sliding door motor and cables have not been replaced to date tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723687,10273869,toyota motor north america inc,toyota,prius,2006-01-01,n,2009-06-05,n,0,0,exterior lighting,santa clarita,ca,jtdkb20u367,2009-06-15 00:00:00,2009-06-15 00:00:00,58000.0,,headlights will intermittently go off  if you turn the headlight switch off and back on it will usually come back on  i have been to the dealer three times about this in last year and half  once they both went out on a dark highway  the brain light assembly and bulbs have all been replaced some multiple times this appears to be a common prius problem from what i see on the web and mechanics have confirmed its a known issue  tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723691,10273867,toyota motor north america inc,toyota,sequoia,2003-01-01,n,2009-06-13,n,0,0,service brakes electric,sugar land,tx,5tdzt34a93s,2009-06-15 00:00:00,2009-06-15 00:00:00,100026.0,,abs skid control ecu and booster assembly malfunction dealer reports this as a safety concern that should not be happening and seems to be a pattern and concern yet toyota refuses to address the issue tr,ivoq,n,,n,n,n,,,,,,15.0,,,,,,,,,,,,,,v,,n,n
723692,10273867,toyota motor north america inc,toyota,sequoia,2003-01-01,n,2009-06-13,n,0,0,electronic stability control,sugar land,tx,5tdzt34a93s,2009-06-15 00:00:00,2009-06-15 00:00:00,100026.0,,abs skid control ecu and booster assembly malfunction dealer reports this as a safety concern that should not be happening and seems to be a pattern and concern yet toyota refuses to address the issue tr,ivoq,n,,n,n,n,,,,,,15.0,,,,,,,,,,,,,,v,,n,n
723696,10273882,toyota motor north america inc,lexus,rx300,2001-01-01,n,2009-06-12,n,0,0,power trainautomatic transmission,marietta,ga,jtjgf10u410,2009-06-15 00:00:00,2009-06-15 00:00:00,115000.0,,2001 lexus rx 300 transmission failure at 115k tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723704,10273884,toyota motor north america inc,toyota,sienna,2004-01-01,n,2009-06-15,n,0,0,latcheslockslinkages,south lyon,mi,5tdba22c74s,2009-06-15 00:00:00,2009-06-15 00:00:00,54523.0,,premature failure of power drive mechanism of driver and passenger rear side doors due to a toyotaknown defect toyota tsb el00404 the drive cable can snap rendering the power control of the door inoperable this causes the door to be stuck partially open until it is repaired    this issue is widely known by toyota service departments and toyota customers reporting on various internet web sites tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723709,10273893,toyota motor north america inc,toyota,4runner,2003-01-01,n,2007-09-24,n,0,0,power traindriveline,valdosta,ga,jtezu14r330,2009-06-15 00:00:00,2009-06-15 00:00:00,,,my 4runner has been making an awful clunking noise coming from the rear for about 2 years now i have done some research and it seems to have happened in the lexus gx470 as well the 0306 4runners have the same driveline as the lexus and unlike lexus toyota has refused to fix this problem please help tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723717,10273891,toyota motor north america inc,toyota,sienna,2005-01-01,n,2009-06-06,n,0,0,structurebodydoor ,chittenango,ny,5tdza22c85s,2009-06-15 00:00:00,2009-06-15 00:00:00,42500.0,,toyota sienna 2005 van sliding doors do not operate consistently they get stuck open or will not open when closed tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723723,10273903,toyota motor north america inc,toyota,corolla,2001-01-01,n,2009-06-03,n,0,0,engine and engine cooling,glen allen,va,1nxbr12e81z,2009-06-15 00:00:00,2009-06-15 00:00:00,94000.0,,i was driving my 2001 corolla uphill its timing chain broke and the engine turned off i had maintenance  done via toyota at 90k and it happened at 92k i have no other problems or recommendations from toyota    this is big ticket item and it cost about 2k to fix the car tr    ,ivoq,n,,n,n,n,,,,,,55.0,,,,,,,,,,,,,,v,,n,n
723724,10273900,toyota motor north america inc,toyota,highlander,2007-01-01,n,2009-02-06,n,0,0,tires,virginia beach,va,,2009-06-15 00:00:00,2009-06-15 00:00:00,,,at 22356 miles i had to replace all 4 tires on this vehicle the brand was toyo tires tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723729,10273905,toyota motor north america inc,toyota,sienna,2004-01-01,n,2009-05-22,n,0,0,structurebodydoor ,teaneck,nj,5tdza23c94s,2009-06-15 00:00:00,2009-06-15 00:00:00,43500.0,,toyota sienna 2004 electric sliding door passenger side broke  cable snapped a metal skinny cable is now hanging from the outside of the car next to the third row window my car has 43000 miles so not covered by warranty anymore the dealer tells me that the cost of repair is 1500 the dealer claims that the motor and all cables have to be replaced  tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723768,10273933,toyota motor north america inc,toyota,prius,2007-01-01,n,2009-06-02,n,0,0,exterior lightingheadlights,san diego,ca,,2009-06-16 00:00:00,2009-06-16 00:00:00,33000.0,,headlamps intermittently shut off   they seem to come back on once the light switch is turned off and on again   creates unsafe driving conditions tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723774,10273936,toyota motor north america inc,toyota,fj cruiser,2008-01-01,n,2008-09-28,n,0,0,structure,portland ,or,,2009-06-16 00:00:00,2009-06-16 00:00:00,18000.0,,half of my 2008 fj cruiser needed to be repainted due to cracking and flaking off of the paint tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723788,10273948,toyota motor north america inc,lexus,es300,2002-01-01,n,2009-06-16,y,0,0,engine and engine cooling,boca raton ,fl,jthbf30g820,2009-06-16 00:00:00,2009-06-16 00:00:00,44000.0,,tlthe contact owns a 2002 lexus es300  while driving 25 mph the vehicle hesitated and the contact smelled fuel  he pulled the vehicle over and noticed smoked under the hood  in a matter of seconds flames appeared  the vehicle was destroyed  the palm beach county police department filed report number 09092367 and fire report number 0950737  there were no injuries  the manufacturer will be notified  the current and failure mileages were 44000 ,evoq,y,,n,n,n,,,,,,25.0,,,,,,,,,,,,,,v,,n,n
723811,10273964,toyota motor north america inc,toyota,camry solara,2000-01-01,n,2009-05-16,n,0,0,service brakes hydraulic,rapid city,sd,2t1ff22p3yc,2009-06-16 00:00:00,2009-06-16 00:00:00,4843.0,,i have complained about my brakes on my solar 2000 the dealer ship here in rapid city south dakota they will  laugh at me they dont do any thing   i tell people if any thing happens to me in my vehicle it will be because of the brakes i have my brakes done every year and i just had them done and i still have problems with noise and sometimes no brakes at all i get my brakes checked three times a year tr,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
723812,10273964,toyota motor north america inc,toyota,camry solara,2000-01-01,n,2009-05-16,n,0,0,equipment,rapid city,sd,2t1ff22p3yc,2009-06-16 00:00:00,2009-06-16 00:00:00,4843.0,,i have complained about my brakes on my solar 2000 the dealer ship here in rapid city south dakota they will  laugh at me they dont do any thing   i tell people if any thing happens to me in my vehicle it will be because of the brakes i have my brakes done every year and i just had them done and i still have problems with noise and sometimes no brakes at all i get my brakes checked three times a year tr,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
723818,10273972,toyota motor north america inc,toyota,corolla,2006-01-01,n,2009-06-15,n,0,0,electrical system,mt pleasant,pa,2t1br32e16c,2009-06-16 00:00:00,2009-06-16 00:00:00,36125.0,,2006 toyota corolla with approx 36125 miles starts but soon stalls within a time span of 15 seconds to 5 minutes  efforts to restart the vehicle immediately fail posing a safety risk if the vehicle is in traffic which ours was  after waiting approximately 10 minutes the vehicle is able to restart but stalls again within the same time span of 15 seconds to 5 minutes  the battery is working as evidenced by interior and exterior lights  gas is at or above 34 tank full  car recently passed april 2009 pennsylvania standards for emissions and inspection tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723839,10273984,toyota motor north america inc,toyota,prius,2008-01-01,n,2008-03-10,n,0,0,exterior lighting,paintrock,tx,jtdkb20u283,2009-06-16 00:00:00,2009-06-16 00:00:00,3000.0,,tlthe contact owns a 2008 toyota prius  the contact stated that the bulbs blow out each month in the headlights and tail lights  the bulbs were replaced three times each  the current mileage was 91000 and failure mileage was 3000,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723841,10273985,toyota motor north america inc,toyota,tacoma,2006-01-01,n,2009-06-16,n,0,0,visibility,phoenix,az,5telu42n96z,2009-06-16 00:00:00,2009-06-16 00:00:00,51406.0,,sun visors on 2006 toyota tacoma 4wd dont hold their positions especially when in use this has occurred since truck was new they were replaced under warranty and continue to fail tr,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
723842,10273985,toyota motor north america inc,toyota,tacoma,2006-01-01,n,2009-06-16,n,0,0,equipment,phoenix,az,5telu42n96z,2009-06-16 00:00:00,2009-06-16 00:00:00,51406.0,,sun visors on 2006 toyota tacoma 4wd dont hold their positions especially when in use this has occurred since truck was new they were replaced under warranty and continue to fail tr,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,,,,,,v,,n,n
723843,10273985,toyota motor north america inc,toyota,pt9014260145,,n,2009-06-16,n,0,0,equipment,phoenix,az,,2009-06-16 00:00:00,2009-06-16 00:00:00,,,sun visors on 2006 toyota tacoma 4wd dont hold their positions especially when in use this has occurred since truck was new they were replaced under warranty and continue to fail tr,ivoq,n,,,,,,,,,,,,,,,n,,,,,,,,,e,,n,
723854,10273993,toyota motor north america inc,toyota,fj cruiser,2007-01-01,n,2009-06-12,n,0,0,structure,pahoa,hi,jtebu11f170,2009-06-16 00:00:00,2009-06-16 00:00:00,39500.0,,2007 fj cruiser has a crack on the inner fender also referred to as an engine bay body rip this vehicle has not been in an accident the crack was noticed at around 39500 miles but may have been there earlier no corrective parts have been installed tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723884,10274014,toyota motor north america inc,toyota,rav4,2007-01-01,n,2009-06-14,n,0,0,vehicle speed control,hansville,wa,jtmbk31v176,2009-06-16 00:00:00,2009-06-16 00:00:00,35000.0,,the throttle in my 2007 rav4 v6 limited has stuck open three times in the last few months  it happens after i floor the accelerator  the first time occurred in my garage as i was trying to start the engine  i had to turn it off  the second time was a week later as i was passing a truck going up a hill on a 3 lane highway  i put on the brakes and tried to get the transmission into neutral as i tried to get to cross two lanes of traffic to get to the shoulder  i was successful without getting into an accident but it was scary  i took the car to a dealer and they said that the throttle body had a leak so they replaced the seal  i did not experience the problem again for a couple of months until it happened again two days ago  i was accelerating to merge with traffic on a freeway  i applied the brakes and the throttle stopped sticking and quickly returned to normal operation tr,ivoq,n,,n,n,n,6.0,,,,,60.0,,,,,,,,,,,,,,v,,n,n
723891,10274020,toyota motor north america inc,toyota,highlander,2002-01-01,n,2007-07-01,n,0,0,visibility,austin,tx,,2009-06-16 00:00:00,2009-06-16 00:00:00,,,i have a 2002 toyota highlander and the drivers side visor will not stay up  the visor constantly falls in my line of vision  ive had the problem over two years  tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
723893,10274024,toyota motor north america inc,toyota,highlander hybrid,2008-01-01,n,2008-12-01,n,0,0,structurebody,holden ,ma,jteew44ax82,2009-06-16 00:00:00,2009-06-16 00:00:00,1300.0,,tlthe contact owns a 2008 toyota highlander hybrid  the vehicle was purchased new in december of 2008  the contact noticed paint chipping from the drivers side door and rear door  she also noticed corrosion underneath the paint  she took the vehicle to the dealer and they stated that the corrosion was caused by brake dust  they stated that they could give the vehicle an acid wash  the contact will notify the manufacturer  the failure mileage was 1300 and current mileage was 15000 ,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
723925,10274048,toyota motor north america inc,toyota,camry,2007-01-01,n,2009-01-08,n,0,0,tires,boca raton,fl,4t1be46k27u,2009-06-16 00:00:00,2009-06-16 00:00:00,9000.0,,i have a 2007 camry le vehicle has 14500 miles about 1 yr ago started noticing undue wear and shallow tread on all 4 tires note only selling dealer has done maintenance on this car including tire rotations alignments etc  in jan 09 brought car for oil change svceman said the car needed 4 new tires actually wrote on their inv 793696 customer declines tires  i questioned how this could be why no tread left mileage at that time was 12125 said  florida roads are very hard on tires  ive lived here for 20 years third toyota never had this problem before dlr detailed inspection report of jan 8 09  w diagram states all four tires had 332 or less tread car has warranty  my daughter bought me the car purchased full svce contract for three years ins carrier wont listen i am 63 on june 22 have multiple sclerosis ss income only cannot afford tires and on principle should not have to  searched web for info about this issue too voluminous to read  how can all four tires on a vehicle with 12125 miles never involved in an accident never hit anything have virtually no tread left  im about ready to go directly to southeast toyota headquarters in atlanta with the help of legal aid  one entry on the web actually saidwhy doesnt toyota charge another 2 or 3009  and put decent tires on the car  if these cars  are sold in the state of florida doesnt someone have the responsibility of supplying the vehicle with compatible equipment   over the past months ive become aware of other 07 camrys in parking lots etc have actually pulled over to look at tires  without exception if  bridgestone some of the tread depth look lower than mine  in closing this certainly cannot be the first you are hearing of this issue using jan  09 as he incident that is when the verbal and written report was given to me by the selling dealer    at 9593 mi tread was less than 532 also failure location box only provides for one tire is  all 4 tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
723947,10274064,toyota motor north america inc,toyota,rav4,2002-01-01,n,2009-06-16,n,0,0,power trainautomatic transmission,tolleson,az,jtegh20v226,2009-06-16 00:00:00,2009-06-16 00:00:00,183000.0,,the toyota rav4 year 2002 indiscriminately speeds up and maxes out the rpms 6000 for not reason     i was going 65 and all of a sudden the rpms went up to 6000 from 3000 and the car sped up to 85 and then went into neutral with me touching any gears or any pedals     luckily i was allowing enough distance between me and the other vehicles to safely get it pulled off to the side     there would have been no way to control the vehicle to keep it from crashing into someone directly in front of me and both sides and the rear had vehicles in them     the ecm transmission and vss variable speed sensor were replaced and the problem still occurs   toyota disavows any knowledge of these types of issues however there are hundreds of thousands of complaints for the same issues and millions of dollars being spent to solve them and its not being solved   there are lives at stake here  toyota should be held accountable for these problems   the models effected are the toyota rav4s from 1999 to 2009   and it appears that its still an issue and still being pushed under the rug so to speak  action or livesthats what it all boils down to now   incident date is most current   numerous past dates tr,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
723948,10274064,toyota motor north america inc,toyota,rav4,2002-01-01,n,2009-06-16,n,0,0,electrical system,tolleson,az,jtegh20v226,2009-06-16 00:00:00,2009-06-16 00:00:00,183000.0,,the toyota rav4 year 2002 indiscriminately speeds up and maxes out the rpms 6000 for not reason     i was going 65 and all of a sudden the rpms went up to 6000 from 3000 and the car sped up to 85 and then went into neutral with me touching any gears or any pedals     luckily i was allowing enough distance between me and the other vehicles to safely get it pulled off to the side     there would have been no way to control the vehicle to keep it from crashing into someone directly in front of me and both sides and the rear had vehicles in them     the ecm transmission and vss variable speed sensor were replaced and the problem still occurs   toyota disavows any knowledge of these types of issues however there are hundreds of thousands of complaints for the same issues and millions of dollars being spent to solve them and its not being solved   there are lives at stake here  toyota should be held accountable for these problems   the models effected are the toyota rav4s from 1999 to 2009   and it appears that its still an issue and still being pushed under the rug so to speak  action or livesthats what it all boils down to now   incident date is most current   numerous past dates tr,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
723949,10274064,toyota motor north america inc,toyota,rav4,2002-01-01,n,2009-06-16,n,0,0,electronic stability control,tolleson,az,jtegh20v226,2009-06-16 00:00:00,2009-06-16 00:00:00,183000.0,,the toyota rav4 year 2002 indiscriminately speeds up and maxes out the rpms 6000 for not reason     i was going 65 and all of a sudden the rpms went up to 6000 from 3000 and the car sped up to 85 and then went into neutral with me touching any gears or any pedals     luckily i was allowing enough distance between me and the other vehicles to safely get it pulled off to the side     there would have been no way to control the vehicle to keep it from crashing into someone directly in front of me and both sides and the rear had vehicles in them     the ecm transmission and vss variable speed sensor were replaced and the problem still occurs   toyota disavows any knowledge of these types of issues however there are hundreds of thousands of complaints for the same issues and millions of dollars being spent to solve them and its not being solved   there are lives at stake here  toyota should be held accountable for these problems   the models effected are the toyota rav4s from 1999 to 2009   and it appears that its still an issue and still being pushed under the rug so to speak  action or livesthats what it all boils down to now   incident date is most current   numerous past dates tr,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
723966,10274077,toyota motor north america inc,toyota,avalon,2006-01-01,n,2009-06-16,n,0,0,unknown or other,ann arbor,mi,,2009-06-17 00:00:00,2009-06-17 00:00:00,63000.0,,2006 abalone with 63000 miles while i was driving in the highway my ac light flickered then check engine light came on i opened the hood there was no oil in the engine and the left side of the engine was covered with engine oil there was a leak in the vvt oil line toyota issued a tech tip tv12310 in septemberof 2008 recommending replacement of the oil linebut there was no recall on it  i have no idea if my engine survived this incident it is still in the shop waiting for estimate  tr,ivoq,n,,n,n,n,,,,,,70.0,,,,,,,,,,,,,,v,,n,n
723987,10274097,toyota motor north america inc,toyota,prius,2006-01-01,n,2009-06-16,n,0,0,exterior lighting,apex,nc,jtdkb20u067,2009-06-17 00:00:00,2009-06-17 00:00:00,38000.0,,passenger side hid headlamp was randomly turning off  soon both the drivers side and passenger headlamps would go out while driving and with no particular repeatability or consistency  while driving at night this was a very dangerous situation  the hid headlamps sometimes would return if the headlamp switch was turned off then back on but not always  no warning of the problem occurring would take place ie when the car was turned on the headlamps coming on was not an indication that they would stay on tr,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
