,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,COMPSYS_1,COMPSYS_2,COMPSYS_3,COMPSYS_4,COMPSYS_5,LDATE_month
1817310,11468212,hyundai motor america,hyundai,sonata,2017-01-01,n,,n,0,0,engine,fitzgerald,ga,5npe24af9hh,2022-06-08,2022-06-08,65000.0,,the contact called on behalf of the owner of a 2017 hyundai sonata the contact stated while the driver was driving approximately 45 mph there was a loud clicking noise from the engine the contact also stated that the vehicle inadvertently lost motive power and was unable to be restarted there was no warning light illuminated the vehicle was towed to the local dealer and was diagnosed with rod bearings failure which caused engine damage the vehicle was not repaired the manufacturer was not notified of the failure the approximate failure mileage was 65000  the engine prior authorization was declined from hyundai the reason the 953 recall was not done on the engine prior to the engine seizing up,evoq,n,,n,n,n,4.0,fwd,,gs,,45.0,,,,,,,,,v,,n,y,engine,,,,,2022-06
1817364,11468257,hyundai motor america,hyundai,tucson,2017-01-01,n,,n,0,0,engine,mercer island,wa,km8j3ca40hu,2022-06-08,2022-06-08,40000.0,,the contact owns a 2017 hyundai tucson the contact stated while driving 40 mph there was a loss of motive power as the check engine warning light illuminated the contact mentioned that there was a loud knocking sound coming from the engine the vehicle was not able to be restarted aaa was able to restart the vehicle and noticed that there was no oil in the engine aaa added engine oil and the contact was able to drive the vehicle to her residence the loud knocking sound persisted and the vehicle was leaking engine oil the contact called the dealer and they declined to diagnose the vehicle until july 2022 or possibly later the vehicle was then towed to an independent mechanic however it was then towed to the dealer due to the contact being aware of nhtsa campaign number 21v727000 engine however the dealer was refusing to service the vehicle under the recall the vehicle was not repaired the manufacturer was made aware of the failure and declined a loaner vehicle the failure mileage was 40000 parts distribution disconnect,evoq,n,,n,n,n,,,,,,40.0,,,,,,,,,v,,n,y,engine,,,,,2022-06
1817418,11468301,hyundai motor america,hyundai,veloster,2017-01-01,n,,n,0,0,engine,citrus heights,ca,kmhtc6ad0hu,2022-06-08,2022-06-08,,,2017 hyundai veloster about 85000 miles engine seized at 50 mph on a busy three lane city street during rush hour traffic this is a safety issue as i could have been rear ended if i did not change lanes to get off the main street  there was no check engine light even after engine failure  hyundai dealership has looked at the engine and deemed it non recall related and i will have to pay out of pocket  hyundai service advisor verbally told me there were about 15 other cars at his location that had the same exact problem there were metal shaving found in my oil pan and the short block will need to be replaced  i beleive this to be related to excessive oil consumption that led to engine damage that went undetected due to the failed knock sensor the open recall i have not received my diagnostic paperwork but will have available upon request ,ivoq,n,,n,n,n,,,,,,50.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817457,11468330,hyundai motor america,hyundai,sonata,2011-01-01,n,,y,1,0,engine,chula vista,ca,5npeb4ac5bh,2022-06-08,2022-06-08,,,after doing some research i am now aware that there was a recall 20v-746 or 21v-727 that my car was affected by  was never notified about  on 622022 i was driving and just exited the freeway smoke started coming out of the passengers side of the engine cars were honking at me  flames started coming out as i drove into a parking lot i was terrified as my life was at risk  felt fortunate that this did not happen on the freeway i feel lucky to have been able to escape this life threatening experience there is now an open claim with my insurance i had brake lights changed at frank hyundai on 4082022 in national city ca where they also ran a diagnostic check on the car there was never mention of a recall  my car was cleared of any issues in addition to the photos i have attached i also have videos that i am not able to upload,ivoq,n,,n,n,n,,,,,,5.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817459,11468330,hyundai motor america,hyundai,sonata,2011-01-01,n,,y,1,0,wheels,chula vista,ca,5npeb4ac5bh,2022-06-08,2022-06-08,,,after doing some research i am now aware that there was a recall 20v-746 or 21v-727 that my car was affected by  was never notified about  on 622022 i was driving and just exited the freeway smoke started coming out of the passengers side of the engine cars were honking at me  flames started coming out as i drove into a parking lot i was terrified as my life was at risk  felt fortunate that this did not happen on the freeway i feel lucky to have been able to escape this life threatening experience there is now an open claim with my insurance i had brake lights changed at frank hyundai on 4082022 in national city ca where they also ran a diagnostic check on the car there was never mention of a recall  my car was cleared of any issues in addition to the photos i have attached i also have videos that i am not able to upload,ivoq,n,,n,n,n,,,,,,5.0,,,,,,,,,v,,n,n,wheels,,,,,2022-06
1817462,11468333,hyundai motor america,hyundai,sonata,2013-01-01,n,,n,0,0,engine,wichita ,ks,5npeb4ac2dh,2022-06-08,2022-06-08,,,complaint  11459299 was filed with nhtsa  needing follow up as stil denied due to salvage title it was just a door and the body shop over inflated the bill so insurance paid out as a total loss there was no frame damage as you can see in the pictures  i included its just a simple door the car is fixed from the door damage and was in pristine condition with the motor locked up hyundai denied our claim because of the salvage title and the only reason it has a salvage title its because the body shop way overinflated the bill before we bought it so the insurance paid out a total loss,ivoq,n,,n,n,n,,,,,,60.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817474,11468340,hyundai motor america,hyundai,sonata,2016-01-01,n,,n,0,0,engine,huntsville,al,5npe34af4gh,2022-06-08,2022-06-08,,,the engine is consuming oil at abnormal rate after receiving an oil change at a credible business the car is out of oil in a week hyundai will not check for oil consumption if the mileage is above 85k miles myself and my children can be stuck on the side of the road for engine failure due to the lack of oil express oil has stated this is not normal and a cause for concern there are no warning signs for this problem only awareness from the performance of the cars decline to run properly,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817492,11468350,hyundai motor america,hyundai,veloster,2015-01-01,n,,n,0,0,visibility:defroster/defogger/hvac system,union,mo,kmhtc6ae6fu,2022-06-08,2022-06-08,,,blower motor stops working about every 15 years  it was initially reported as a blower motor recall and the dealer replaced it twice but it went out a 3rd time about 25 years ago  they searched for the problem after realizing they had replaced the blower motor twice but could not locate the defect at which point they charged me over 30000 for their efforts to locate the problem  they wanted to keep looking for the problem but i told them no just put it back together that i wasnt going to pay them to search for their defect  i have since been told by someone who claimed to be a mechanic for hyundai that it is a computer chip problem that requires them to pull a lot of things on the dash to replace the chip and it is not cheap  i have a mechanic that is trying to get the chip and install it for me but i wont know for certain that this is the problem until the chip is replaced  i have driven the car for about 25 years without heat or air conditioning but cant work when it rains because the windshield fogs up in the rain and i cant see  i also cant drive the car when i cant get the windshield cleared of ice  now the engine is burning oil but theres no recall for that issue according to your website  the car now has 173624 mile on it,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,visibility,defroster/defogger/hvac system,,,,2022-06
1817494,11468352,hyundai motor america,hyundai,elantra,2018-01-01,n,,n,0,0,engine,pleasant grove,al,5npd74lf9jh,2022-06-08,2022-06-08,,,i just purchased this car on may 10 2022 after only having it a week engine light came onstartes to loose power and shake really bad took to shop replaced spark plugs and some other think that was just a week ago now while driving to day car just cuts of now dont wants to startno waring lights just died wondering do i have a lemon,ivoq,n,,n,n,n,,,,,,25.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817512,11468364,hyundai motor america,hyundai,kona electric,2022-01-01,n,,n,0,0,service brakes,san diego,ca,km8k23ag9nu,2022-06-09,2022-06-09,,,the car turned into a bricked mode 3 times after i fully charged the car to 100 the car cannot open or start the engine the battery was dead or drained somehow i have to jump start the battery and reset the battery terminals in order for it to work again  now the braking warning light has stayed on after i reset the battery terminals i think this 2022 hyundai kona ev has some electrical issues that hyundai need to fix or be aware of ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,service brakes,,,,,2022-06
1817513,11468364,hyundai motor america,hyundai,kona electric,2022-01-01,n,,n,0,0,electrical system,san diego,ca,km8k23ag9nu,2022-06-09,2022-06-09,,,the car turned into a bricked mode 3 times after i fully charged the car to 100 the car cannot open or start the engine the battery was dead or drained somehow i have to jump start the battery and reset the battery terminals in order for it to work again  now the braking warning light has stayed on after i reset the battery terminals i think this 2022 hyundai kona ev has some electrical issues that hyundai need to fix or be aware of ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1817608,11468435,hyundai motor america,hyundai,sonata,2017-01-01,n,,n,0,0,engine,mount vernon,oh,5npe24af4hh,2022-06-09,2022-06-09,40000.0,,the contact owns a 2017 hyundai sonata the contact stated that upon inspection it was determined that the vehicle was consuming an excessive amount of engine oil the contact regularly monitored the engine oil levels and determined that at least one quart of oil was being consumed per 1000 miles the vehicle was taken to the local dealer who performed an oil consumption test and determined no failure was found the manufacturer was not yet notified of the failure the failure mileage was 40000    the contact stated that hyundai replaced the engine which has resolved the issue,evoq,n,,y,y,y,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817651,11468464,hyundai motor america,hyundai,sonata,2016-01-01,n,,n,0,0,electrical system,miami,fl,5npe24afxgh,2022-06-09,2022-06-09,89443.0,,the contact owns a 2016 hyundai sonata the contact stated that she initially received notification of nhtsa campaign number 21v749000 exterior lighting electrical system however after the recall repair was performed the contact stated that the vehicle would shut off while driving at various speeds the contact stated that several unknown warning lights would illuminate on the instrument panel during the failure the manufacturer was notified of the failure and the contact was provided a case number and was then referred back to the dealer for assistance the dealer performed a diagnostic test and informed her husband that an unknown defective sensor was the cause of the failure the contact was provided an estimate for the repair the vehicle had not been repaired the failure mileage was approximately 89443,evoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1817659,11468470,hyundai motor america,hyundai,santa fe,2017-01-01,n,,n,0,0,service brakes,lake orion,mi,km8srdhf7hu,2022-06-09,2022-06-09,,,just received another letter from hyundai first one in febmarch this one in june telling me about the same problem with the abs system and how it might short out and cause an engine fire still no remedy the letter said id receive a second notice i guess they meant a third notice whats taking so long to find a fix im supposed to be confident taking this vehicle on a trip knowing it may short out and cause a fire at any time while driving or parked this is not acceptable,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,service brakes,,,,,2022-06
1817660,11468470,hyundai motor america,hyundai,santa fe,2017-01-01,n,,n,0,0,electrical system,lake orion,mi,km8srdhf7hu,2022-06-09,2022-06-09,,,just received another letter from hyundai first one in febmarch this one in june telling me about the same problem with the abs system and how it might short out and cause an engine fire still no remedy the letter said id receive a second notice i guess they meant a third notice whats taking so long to find a fix im supposed to be confident taking this vehicle on a trip knowing it may short out and cause a fire at any time while driving or parked this is not acceptable,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1817666,11468474,hyundai motor america,hyundai,santa cruz,2022-01-01,n,,n,0,0,power train,hutchinson,mn,5ntjedaf7nh,2022-06-09,2022-06-09,,,2022 hyundai santa cruz limited 25t with 8-speed dct with 11765 miles    this has happened 3 times in a 3 day period  upon accelerating from a stop there was a complete loss of power  i applied more pressure to the accelerator and still no power  it seemed like the vehicle was out-of-gear or had an engine misfire  after about 10 seconds a puff of thick dark smoke came out from the tailpipe and acceleration resumed as if nothing happened  upon coming to a stop and exiting the vehicle there was a smell of burnt rubber coming from under the hood but i could not locate the source  there have been at least 3 other instances in the last week where there was some hesitation when accelerating from a stop again it felt like it was in the wrong gear or there was a misfire but not a complete loss of power and dark smoke like in the other instances    after each of the above instances i attached an obdii tool to look for error codes but there were none  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,power train,,,,,2022-06
1817673,11468480,hyundai motor america,hyundai,elantra,2016-01-01,n,,n,0,0,service brakes,key biscayne,fl,kmhdh4ae5gu,2022-06-09,2022-06-09,,,the stop lamps on my 2016 hyundai elantra date of delivery 792015 began to illuminate continuously on 5132022 in miami fl - even after i turned off the engine consequently my battery fully discharged the traction control warning lamp was illuminated too these symptoms are precisely the ones identified in the 12132017 brake pedal stopper replacement recall campaign 170 for model year 2013-14 hyundai elantras  according to the january 2018 hyundai tsb 18-01-005 a deteriorated brake pedal stopper pad can result in the stop lamps illuminating continuously illumination of the traction control warning lamp the ability to move the shift lever without depressing the brake pedal or activation of the engine management systems brake pedal override feature the tsb says that any of the described symptoms can increase the risk of a crash it appears elantras manufactured after model year 2014 were produced with defective brake pedal stoppers for example see nhtsa id number 11292278 12312019 complaint  davie fl and nhtsa id number 11182014 2222019 complaint  orlando fl  aaa jump-started my car and i took it to braman hyundai in miami today  sure enough they found that the brake pedal stopper pad deteriorated and that led to a complete battery discharge  they replaced the brake pedal stopper pad and battery  both the dealer and hyundai consumer affairs say too bad - 2016 models were not part of the recall for the same brake pedal stopper pad   the danger from hyundais defective brake pedal stopper continued through2016 models delivered in 2015  2015-16 elantras should be recalled to replace the brake pedal stopper - and frankly hyundai should pay for owners out-of-pocket expenses incurred due to the defective brake pedal stoppers in my case over 600 for the brake pedal stopper pad and battery - including labor  why is recall 170 not extended to 2015-16 hyundai elantras,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,v,,n,n,service brakes,,,,,2022-06
1817739,11468529,hyundai motor america,hyundai,sonata,2015-01-01,n,,n,0,0,engine,denham springs,la,5npe34af1fh,2022-06-09,2022-06-09,,,12022 my vehicle start leaking oil vehicle was under warranty had multiple things replaced i thought oil leak was fixed not even a month later in 22022 the vehicle was leaking oil again brought it back to dealer  they redid gaskets seals etc  now on 42222 i have not even put 3000 miles on the vehicle since it was at the dealership  there was a knocking noise coming from under my hood called the dealership and they said i needed to get it back to them oil consumption test was never done because it was assumed that my oil was low because it was leaking both times oil was put in my vehicle  on 42822 i was at work and went outside to check my oil and there was little to no oil on the stick i immediately added 5 quarts of oil which is required for my vehicle the knocking did not stop i left work to run a brief errand on 42922 and had just pulled out of work onto a very busy four-lane highway all of a sudden i hear this big boom under my hood my car locks up and my oil light comes on i immediately took my foot off of the gas and coasted into the next driveway at a business there was oil all over the road and pouring out from under my car it happened to be an auto parts store  a mechanic came outside and looked and said a rod went through my engine block  oil was pouring out of my car i started to have an anxiety attack and went into shock luckily i was not on the interstate because it could have been very bad i am now without a car none of the rental car places have any vehicles available and i have a full-time job  am a single mom with 2 kids the dealership was nice enough to have my car towed to them 45 minutes away they then told me about an oil consumption problem with hyundai and there is a big class action lawsuit this should have never happened apparently the oil consumption was never sent out as a recall or anything else so i was unaware of it to even know to check my car other than regular oil changes ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817795,11468564,hyundai motor america,hyundai,elantra,2018-01-01,n,,n,0,0,electrical system,saylorsburg,pa,5npd84lf3jh,2022-06-10,2022-06-10,,,my brake lights kept burning out i replaced them and they burned out the same day it seems that the wire harness is corroded i believe this is a manufacturer issue ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1817804,11468572,hyundai motor america,hyundai,santa fe,2021-01-01,n,,n,0,0,engine,budd lake,nj,5nms6daj5mh,2022-06-10,2022-06-10,,,problem first started on 33122 car starting showing engine light as well as forward safety system off car would not accelerate and was shaking spuddering when foot was off the brake pulled into a safe location and called towne hyundai genesis of denville rt 10 nj to schedule a service appointment and was told that there were no appointments or availability until may i expressed my concern that i did not feel safe driving the vehicle and the response was that i could drop off the car for 4-6 weeks and they would look at it when they had a chance i asked if there was a loaner car available and they said no that 100s of other people have problems i took my car to a local shop to see if they could diagnose the issue and they ran a diagnostic test and the error p2127 throttle pedal position sensor switch e circuit low the hyundai bluelink shows 2 alerts for chassis on 33122 as well after this date i felt unsafe driving my car and have drove the vehicle a handful of times in 2 12 months unable to get an appointment the alert would come on as soon as you turned the vehicle on until 6422 when it occured while driving on a highway and the car stopped accelerating i took the vehicle to hyundai and they updated the system and stated that it was fixed within 15 minutes of driving it the issue came back and i called them and they once again stated that i could leave it there for 4-6 weeks without a loaner this car is extremely unsafe as it will just stop accelerating without any warning ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817855,11468610,hyundai motor america,hyundai,tucson,2014-01-01,n,,n,0,0,electrical system,greenville,sc,km8ju3ag4eu,2022-06-10,2022-06-10,72000.0,,the contact owns a 2014 hyundai tucson the contact received notification of nhtsa campaign number 22v056000 service brakes hydraulic however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the doors and windows of the vehicle would fail to lock and would fail to operate as intended intermittently additionally the contact stated that the rearview camera would fail to turn on intermittently while reversing an unknown warning message was displayed the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the failure and confirmed that parts were not available the vehicle was not diagnosed or repaired the failure mileage was approximately 72000 parts distribution disconnect,evoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1817868,11468617,hyundai motor america,hyundai,santa fe sport,2017-01-01,n,,n,0,0,engine,columbia,md,5xyzudlb1hg,2022-06-10,2022-06-10,94000.0,,the contact owns a 2017 hyundai santa fe sport the contact stated that while driving at various speeds the vehicle stalled with the check engine warning light illuminated the vehicle was towed to ourisman hyundai 3516 laurel fort meade rd laurel md 20724 where a software update was performed however the failure persisted the contact also stated that while driving at 65 mph the vehicle began to violently shake without warning the contact had the vehicle towed to another dealer where it remained in their possession the contact also received notification of nhtsa campaign number 22v056000 service brakes hydraulic however the part to do the recall repair was unavailable the vehicle was not repaired the failure mileage was approximately 94000 parts distribution disconnect,evoq,n,,n,n,n,,,,,,65.0,,,,,,,,,v,,n,y,engine,,,,,2022-06
1817913,11468646,hyundai motor america,hyundai,tucson,2015-01-01,n,,n,0,0,engine,stuart,fl,km8jt3af9fu,2022-06-10,2022-06-10,123051.0,,the contact owns a 2015 hyundai tucson the contact stated that the engine was seized the contact was unaware if any warning lights were illuminated the vehicle was towed to the local dealer and the mechanic retrieved fault codes p0014 p0300 p0301 and p0441 the contact was informed that the engine needed to be replaced the vehicle was not repaired the manufacturer was not notified of the failure the failure mileage was approximately 123051,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,v,,n,y,engine,,,,,2022-06
1817932,11468658,hyundai motor america,hyundai,santa fe,2013-01-01,n,,n,0,0,engine,branch,la,km8sm4hf6du,2022-06-10,2022-06-10,,,while driving my kids to school i was attempting to speed up on highway and could not  i was less than a mile away when i could feel the car dying  luckily it was just as i coasted into the school drop off line but engine failed and would not start  first of course we attempted to charge battery but eventually realized it was not the the battery  i have contacted my local hyundai dealer and am getting it towed to service department  i wanted to report this because what if i and my kids were on the interstate at 70mph and my engine seized with no warning lights or indications there was a problem  we couldve very easily been inured or killed  scary stuff,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817960,11468677,hyundai motor america,hyundai,santa fe,2017-01-01,n,,n,0,0,engine,vienna,va,5xyzwdla7hg,2022-06-10,2022-06-10,,,while on a road trip the engine light came on  a further check at a hyundai authorized mechanic showed the engine had suffered from high oil consumption and ran low on oil   there was no obvious oil leak  as a result i must replace the engine and i am unsure if hyundai will cover the cost  ,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817978,11468694,hyundai motor america,hyundai,santa fe,2014-01-01,n,,n,0,0,engine,bridgeton,nj,km8srdhf3eu,2022-06-10,2022-06-10,,,the engine began to knock when accelerating from stop signs and green lights then engine quit entirely check engine light came on but did not flash vehicle was towed to hyundai dealer service department service department says engine needs to be replaced   the consumer requested the manufacturer honor the warranty despite it being expired,ivoq,n,,n,n,n,6.0,awd,,gs,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1817995,11468707,hyundai motor america,hyundai,tucson,2017-01-01,n,,n,0,0,engine,holcomb,ks,km8j3ca44hu,2022-06-10,2022-06-10,110000.0,,the contact owns a 2017 hyundai tucson the contact stated while driving 55 mph the accelerator pedal was depressed but the vehicle failed to respond and would not exceed 55 mph the check engine warning light was illuminated the contact was able to continue driving additionally the contact stated that the vehicle consumed a quart of oil every 1000 miles the contact later received notification of nhtsa campaign number 21v727000 engine the vehicle was taken to the local dealer who only completed the new knock sensor detection system ksds installation though the contact had informed them that he was already experiencing the failure the contact stated that the failure persisted after the recall repair the vehicle was taken back to the dealer who informed the contact that they could no longer assist the manufacturer was notified of the failure and informed the contact that they could not assist due to the diagnostic report that the dealer had provided however the dealer did not inform the contact of the diagnostic report the vehicle was not repaired the failure mileage was approximately 110000,evoq,n,,n,n,n,,,,,,55.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818023,11468724,hyundai motor america,hyundai,elantra,2014-01-01,n,,n,0,0,engine,saugus,ma,kmhdh4ae1eu,2022-06-10,2022-06-10,,,my car stalled in the middle of driving had to roll onto a side street it also stalled or lost pier while getting into a main highway almost causing an accident hyundai claimed they couldnt find anything wrong my car is now at the dealer for a faulty engine waiting for a new engine at 49000 miles,ivoq,n,,n,n,n,,,,,,30.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818024,11468725,hyundai motor america,hyundai,kona,2022-01-01,n,,n,0,0,engine,bellevue,wa,km8k3ca33nu,2022-06-10,2022-06-10,,,while at a stop light the engine of my 2022 kona died  no warning lights came on prior it just died in the middle of the street then took several minutes and several tries to get the car to restart accelerator didnt work at first either  driving on highway warning light for tire pressure came on diagnostics said everything was fine then the warning light turned off  more and more frequent trouble accelerating onto highway  car-play does not stay connected often doesnt connect at all  car dying in the middle of the street not accelerating onto the highway was extremely frightening and i felt very lucky that it didnt cause an accident or worse i have contacted my dealership about the issues and was told that i could have an appointment in 2 months they dont care about the safety of the people driving their cars and clearly they no longer care about the quality of their cars as far as the carplay goes they looked at the screen and then didnt fix a thing it still isnt working properly this is my second hyundai and the quality has really diminished over the years and the problems have increased exponentially  the car dying while driving and accelerator not working properly has now happened several times today was only the most recent,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818060,11468748,hyundai motor america,hyundai,veloster,2016-01-01,n,,n,0,0,engine,clarksville,de,kmhtc6ad2gu,2022-06-11,2022-06-11,,,the dealership refuse to do the recall on my vehicle just because my vehicle needs a new battery and want me to get a new battery to get the recall done they dont want to use a battery from their shop and then put my old battery back ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818146,11468807,hyundai motor america,hyundai,santa fe,2015-01-01,n,,n,0,0,engine,buffalo lake,mn,5xyztdlb7fg,2022-06-11,2022-06-11,,,while driving there was a noise coming from the car on acceleration had been using cruise control and when canceled cruise and accelerated- the noise became worse  car stalled and i was able to get it to the side of the road without incident lucky there was no other vehicles on the road at the time  checked the oil and level was fine and no temp issues indicated  when i tried to restart an engine light came on the dash  got the car home by coasting in neutral it was only 2 blocks  couldnt get an appt for repair for over a week had car towed to a repair shop and they said it was a variable valve timing solenoid  on first drive after replacing this piece- indicator light came on the dash again  left the car where it was ,ivoq,n,,n,n,n,,,,,,25.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818147,11468807,hyundai motor america,hyundai,santa fe,2015-01-01,n,,n,0,0,power train,buffalo lake,mn,5xyztdlb7fg,2022-06-11,2022-06-11,,,while driving there was a noise coming from the car on acceleration had been using cruise control and when canceled cruise and accelerated- the noise became worse  car stalled and i was able to get it to the side of the road without incident lucky there was no other vehicles on the road at the time  checked the oil and level was fine and no temp issues indicated  when i tried to restart an engine light came on the dash  got the car home by coasting in neutral it was only 2 blocks  couldnt get an appt for repair for over a week had car towed to a repair shop and they said it was a variable valve timing solenoid  on first drive after replacing this piece- indicator light came on the dash again  left the car where it was ,ivoq,n,,n,n,n,,,,,,25.0,,,,,,,,,v,,n,n,power train,,,,,2022-06
1818152,11468810,hyundai motor america,hyundai,tucson,2014-01-01,n,,n,0,0,engine,manchester,oh,km8ju3ag1eu,2022-06-11,2022-06-11,,,i financed my 2014 hyundai tucson in march of 2022 on june 9 2022 while driving down the road the engine just quit i took it to a mechanic that advised me that the engine seized luckily i wasnt going fast or on main highway because that could have been fatal ,ivoq,n,,n,n,n,,,,,,55.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818196,11468841,hyundai motor america,hyundai,sonata,2015-01-01,n,,n,0,0,"fuel system, gasoline:delivery:fuel pump",jackson,mi,kmhec4a44fa,2022-06-12,2022-06-12,,,anytime the car needs a repair on something fuel pump inhibitor switch etc in the middle of driving the car will flash hybrid system warning safely stop and do not drive and then either slow to 40mph then die or just die completely this has happened 3 times before i took it in to be fixed a few months later it happens again it doesnt matter what is wrong with the car the car just senses an issue and dies in the middle of driving very unsafe,ivoq,n,,n,n,n,,,,,,20.0,,,,,,,,,v,,n,n,"fuel system, gasoline",delivery,fuel pump,,,2022-06
1818226,11468863,hyundai motor america,hyundai,kona electric,2021-01-01,n,,n,0,0,service brakes,downey,ca,km8k53ag2mu,2022-06-12,2022-06-12,,,check regenerative brake warning comes on and the emergency brake applies while driving also when i come to a stop when i started my car the immediately the light came on when i cut my car off the light clears it happens when im braking the regenerative brake light warning is becoming more frequent i took my car back to the hyundai dealership and they checked it out and found no problem with my vehicle they ran a diagnostics and a update for my car but 4 days later the warning can on again after the repair ,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,v,,n,n,service brakes,,,,,2022-06
1818251,11468881,hyundai motor america,hyundai,tucson,2022-01-01,n,,n,0,0,electrical system,rancho santa margarita,ca,km8jbca19nu,2022-06-12,2022-06-12,,,i have a 2022 hyundai blue tucson hybrid which i bought last year late july early august 2021  i have encountered a safety issue that occurred three times in a course of one month in april 2022   when i am driving i will get a message check hybrid system stop the car safely in the middle of the freeway the car will lose power prior to getting the message and trying to merge to the right on a freeway when everyone is driving fast is quiet the safety challenge once i pull over on the side of the freeway for few minutes i can start the car again and keep going as if nothing happened each time it happened it was unpredictable  my biggest discontentment fear and worry is when i took the car to the dealership tuttle click in irvine california they kept it there for almost a week and said that there is nothing they can do about it since they took it on a test drive and there was no problem i even showed them the picture that i took of the error message but to no avail they recommended calling hyundai corporation and open a case which i did but nothing has been done with hyundai for now one month they did ask me hyundai what is that i seek because of this problem and i told them either a buy back or a replacement they continue to drag me on and i do not feel safe driving my car  here is my case number with hyundai xxx  thank you for your time concern and consideration in this urgent matter it is greatly appreciated and i hope to hear from you soon so that i may get this urgent issue resolved  sincerely xxx orange county california xxx  information redacted pursuant to the freedom of information act foia 5 usc 552b6  ,ivoq,n,,n,n,n,4.0,awd,,he,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1818252,11468881,hyundai motor america,hyundai,tucson,2022-01-01,n,,n,0,0,engine,rancho santa margarita,ca,km8jbca19nu,2022-06-12,2022-06-12,,,i have a 2022 hyundai blue tucson hybrid which i bought last year late july early august 2021  i have encountered a safety issue that occurred three times in a course of one month in april 2022   when i am driving i will get a message check hybrid system stop the car safely in the middle of the freeway the car will lose power prior to getting the message and trying to merge to the right on a freeway when everyone is driving fast is quiet the safety challenge once i pull over on the side of the freeway for few minutes i can start the car again and keep going as if nothing happened each time it happened it was unpredictable  my biggest discontentment fear and worry is when i took the car to the dealership tuttle click in irvine california they kept it there for almost a week and said that there is nothing they can do about it since they took it on a test drive and there was no problem i even showed them the picture that i took of the error message but to no avail they recommended calling hyundai corporation and open a case which i did but nothing has been done with hyundai for now one month they did ask me hyundai what is that i seek because of this problem and i told them either a buy back or a replacement they continue to drag me on and i do not feel safe driving my car  here is my case number with hyundai xxx  thank you for your time concern and consideration in this urgent matter it is greatly appreciated and i hope to hear from you soon so that i may get this urgent issue resolved  sincerely xxx orange county california xxx  information redacted pursuant to the freedom of information act foia 5 usc 552b6  ,ivoq,n,,n,n,n,4.0,awd,,he,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
